City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
331,Edgewater,US,28.9889,-80.9023,64.42,78,100,14.18,overcast clouds
332,Ramhormoz,IR,31.28,49.6035,63.55,63,0,5.08,clear sky
333,Kashima,JP,33.1061,130.0906,67.75,63,19,4.03,few clouds
334,Maputo,MZ,-25.9653,32.5892,69.48,73,75,21.85,broken clouds
335,Qujing,CN,25.4833,103.7833,59.86,66,5,9.62,clear sky
336,Kyshtovka,RU,56.555,76.6271,-0.38,94,59,12.03,broken clouds
337,Tsuruoka,JP,38.7217,139.8217,56.75,55,83,9.78,broken clouds
338,Yulara,AU,-25.2406,130.9889,76.73,17,9,8.5,clear sky
339,Padang,ID,-0.9492,100.3543,78.85,74,100,3.15,overcast clouds
340,Buala,SB,-8.145,159.5921,83.5,76,49,7.76,light rain
341,Doha,QA,25.2867,51.5333,76.98,61,0,11.5,clear sky
342,Kirn,DE,49.7833,7.45,43.86,91,100,3.4,overcast clouds
343,Upernavik,GL,72.7868,-56.1549,16.36,86,100,9.53,overcast clouds
344,Harper,LR,4.375,-7.7169,71.87,81,40,2.59,light rain
345,Najran,SA,17.4924,44.1277,58.87,39,0,2.44,clear sky
346,Ballina,AU,-28.8667,153.5667,88.79,65,100,11.74,overcast clouds
347,Igarka,RU,67.4667,86.5833,-10.64,100,98,4.63,overcast clouds
348,Lucea,JM,18.451,-78.1736,77.86,78,97,9.93,overcast clouds
349,Kabala,SL,9.5833,-11.55,66.51,58,81,2.82,broken clouds
350,Sao Mateus Do Sul,BR,-25.8742,-50.3828,55.27,93,0,3.91,clear sky
351,Sinazongwe,ZM,-17.2614,27.4618,77.81,35,5,4.05,clear sky
352,Madimba,TZ,-10.4,40.3333,75.78,85,100,4.68,overcast clouds
353,Dunmore Town,BS,25.5,-76.65,79.16,77,97,13.69,overcast clouds
354,Cabo San Lucas,MX,22.8909,-109.9124,77.5,73,100,4.61,overcast clouds
355,Atasu,KZ,48.6814,71.6433,22.87,93,95,1.7,overcast clouds
356,Mandalgovi,MN,45.7625,106.2708,16.18,41,11,6.04,few clouds
357,Skjervoy,NO,70.0311,20.9714,24.8,42,0,5.84,clear sky
358,Port Hardy,CA,50.6996,-127.4199,44.24,56,100,7.11,overcast clouds
359,Ozernovskiy,RU,51.5,156.5167,31.5,73,21,3.74,few clouds
360,Caravelas,BR,-17.7125,-39.2481,71.62,94,100,5.35,overcast clouds
361,Yala,TH,6.3333,101.25,79.61,83,100,1.41,overcast clouds
362,Ambilobe,MG,-13.2,49.05,71.46,82,29,4.03,scattered clouds
363,Pohrebyshche,UA,49.4864,29.2636,26.33,90,100,5.48,overcast clouds
364,Tongren,CN,27.7172,109.1853,60.67,77,95,2.13,overcast clouds
365,Barcelos,PT,41.5388,-8.6151,55.54,96,100,0.45,light rain
366,Quelimane,MZ,-17.8786,36.8883,75.49,80,4,4.52,clear sky
367,Nyurba,RU,63.2842,118.3319,-10.35,99,74,5.44,broken clouds
368,Mollendo,PE,-17.0231,-72.0147,64.71,83,33,2.86,scattered clouds
369,Bama,NG,11.5221,13.6856,67.64,30,5,1.21,clear sky
370,Monrovia,LR,6.3005,-10.7969,78.94,76,99,8.14,overcast clouds
371,Bilma,NE,18.6853,12.9164,68.67,21,100,6.33,overcast clouds
372,Fuerte Olimpo,PY,-21.0415,-57.8738,80.6,29,0,5.79,clear sky
373,Adre,TD,13.4667,22.2,64.49,26,50,10.65,scattered clouds
374,Australind,AU,-33.2667,115.7167,64.24,48,89,6.22,overcast clouds
375,Cayenne,GF,4.9333,-52.3333,77.04,94,75,0.0,broken clouds
376,Dodge City,US,37.7528,-100.0171,30.45,46,0,3.44,clear sky
377,Lompoc,US,34.6391,-120.4579,58.01,59,0,0.0,clear sky
378,Whitehaven,GB,54.549,-3.5841,44.65,100,100,11.99,moderate rain
379,Matay,EG,28.419,30.7792,61.07,73,0,10.58,clear sky
380,Jeremie,HT,18.65,-74.1167,78.51,77,63,1.23,broken clouds
381,Waingapu,ID,-9.6567,120.2641,81.97,77,100,7.2,overcast clouds
382,Rokupr,SL,8.6717,-12.395,70.43,77,95,2.35,overcast clouds
383,Ancud,CL,-41.8697,-73.8203,45.9,78,5,5.3,clear sky
384,Svobodnyy,RU,51.4,128.1333,26.92,96,100,11.99,snow
385,Khani,GE,41.9563,42.9566,42.37,69,77,5.82,broken clouds
386,Pitimbu,BR,-7.4706,-34.8086,79.39,77,100,9.17,overcast clouds
387,Lucapa,AO,-8.4192,20.7447,63.81,98,100,3.29,overcast clouds
388,San Policarpo,PH,12.1791,125.5072,83.37,74,100,8.01,moderate rain
389,Ahipara,NZ,-35.1667,173.1667,64.11,91,66,16.46,broken clouds
390,Edmundston,CA,47.3737,-68.3251,22.33,86,0,5.75,clear sky
391,Yako,BF,12.9667,-2.2667,75.11,29,100,7.67,overcast clouds
392,Volgograd,RU,48.7194,44.5018,50.77,100,100,13.42,mist
393,Bengkulu,ID,-3.8004,102.2655,79.07,76,100,5.48,overcast clouds
394,Sarh,TD,9.1429,18.3923,73.74,33,78,3.67,broken clouds
395,Dhuburi,IN,26.0333,89.9667,64.51,75,5,12.73,clear sky
396,Moroto,UG,2.5345,34.6666,66.94,68,43,6.78,scattered clouds
397,Meulaboh,ID,4.1363,96.1285,77.67,87,98,3.38,overcast clouds
398,Markapur,IN,15.7333,79.2833,66.24,63,63,3.8,broken clouds
399,Oxford,GB,51.7522,-1.256,43.38,93,75,5.75,broken clouds
400,Fremont,US,37.5483,-121.9886,59.38,53,0,6.91,clear sky
401,Haines Junction,CA,60.7522,-137.5108,23.27,98,100,0.78,overcast clouds
402,Mayor Pablo Lagerenza,PY,-19.9309,-60.7718,84.04,34,97,6.08,overcast clouds
403,Posse,BR,-14.0931,-46.3694,68.52,83,84,4.88,broken clouds
404,Saint-Pierre,RE,-21.3393,55.4781,76.57,64,0,9.22,clear sky
405,Talara,PE,-4.5772,-81.2719,64.38,89,9,12.46,clear sky
406,Clyde River,CA,70.4692,-68.5914,-16.96,92,32,3.22,scattered clouds
407,Pula,HR,44.8683,13.8481,46.96,81,100,16.11,overcast clouds
408,Gao,ML,16.6362,1.637,71.96,15,91,10.85,overcast clouds
409,Ruteng,ID,-8.6136,120.4721,68.79,85,100,1.19,overcast clouds
410,Outlook,CA,51.5001,-107.0513,11.23,79,26,11.72,scattered clouds
411,Rochegda,RU,62.8,43.25,11.64,98,78,1.97,broken clouds
412,Setermoen,NO,68.861,18.3486,26.44,53,0,7.63,clear sky
413,Husavik,IS,66.0449,-17.3389,44.28,81,100,28.34,overcast clouds
414,Benguela,AO,-12.5763,13.4055,74.5,84,98,2.71,overcast clouds
415,Port Macquarie,AU,-31.4333,152.9167,93.88,27,3,14.76,clear sky
416,Kiboga,UG,0.9161,31.7742,58.84,98,42,1.88,light rain
417,Cockburn Town,TC,21.4612,-71.1419,81.55,74,48,21.54,scattered clouds
418,Manoel Urbano,BR,-8.8389,-69.2597,75.4,89,76,2.93,broken clouds
419,Paris,FR,48.8534,2.3488,46.11,86,0,9.22,clear sky
420,Yura,PE,-16.2522,-71.6797,59.63,34,34,1.7,scattered clouds
421,Sorland,NO,67.667,12.6934,40.86,57,0,5.48,clear sky
422,Sorong,ID,-0.8833,131.25,84.52,69,100,7.23,overcast clouds
423,Surt,LY,31.2089,16.5887,71.65,31,100,16.67,overcast clouds
424,Sarkand,KZ,45.41,79.9186,35.4,72,100,7.25,overcast clouds
425,Kysyl-Syr,RU,63.8986,122.7617,-9.18,100,93,3.27,overcast clouds
426,Akhisar,TR,38.9185,27.8401,57.13,87,45,4.79,scattered clouds
427,Fort-Shevchenko,KZ,44.5086,50.263,50.49,75,53,9.19,broken clouds
428,Ust-Nera,RU,64.5667,143.2,-13.79,99,100,2.21,overcast clouds
429,Verkhniye Tatyshly,RU,56.2912,55.8575,11.59,81,10,4.5,clear sky
430,Qazanbulaq,AZ,40.6192,46.6519,49.1,46,1,7.2,clear sky
431,Waiouru,NZ,-39.4833,175.6667,61.14,62,98,7.2,light rain
432,Egvekinot,RU,66.3167,-179.1667,-10.28,81,47,7.65,scattered clouds
433,Saint-Augustin,CA,51.226,-58.6502,10.22,95,50,6.2,scattered clouds
434,Lannion,FR,48.75,-3.4167,51.01,94,100,17.36,overcast clouds
435,Katete,UG,-0.7818,29.7544,60.44,97,100,1.9,light rain
436,Westport,US,41.1415,-73.3579,39.02,54,0,9.22,clear sky
437,Nhulunbuy,AU,-12.2333,136.7667,93.81,43,100,8.05,overcast clouds
438,Tommot,RU,58.9564,126.2925,2.23,94,100,2.35,overcast clouds
439,Cherskiy,RU,68.75,161.3,-8.5,97,100,13.78,overcast clouds
440,Rocha,UY,-34.4833,-54.3333,66.78,84,100,13.53,overcast clouds
441,Vardo,NO,70.3705,31.1107,33.78,86,100,9.22,overcast clouds
442,Scarborough,GB,54.2797,-0.4044,42.37,81,100,8.01,overcast clouds
443,Goderich,CA,43.7501,-81.7165,30.9,70,100,29.59,light snow
444,Peleduy,RU,59.6289,112.7406,-13.18,98,79,2.13,broken clouds
445,Abu Dhabi,AE,24.4667,54.3667,79.97,71,5,14.72,clear sky
446,Kholodnyy,RU,62.7167,147.95,-17.48,92,19,1.36,few clouds
447,Providencia,MX,28.7167,-111.5833,62.2,41,0,11.86,clear sky
448,Luang Prabang,LA,19.8856,102.1347,76.12,82,100,2.06,overcast clouds
449,Hukuntsi,BW,-24.0,21.75,69.64,22,100,9.84,overcast clouds
450,Aloleng,PH,16.1307,119.7824,80.33,78,100,14.0,overcast clouds
451,Vila Velha,BR,-20.3297,-40.2925,73.35,81,40,6.91,scattered clouds
452,Tokur,RU,53.1333,132.9,20.48,93,100,1.48,light snow
453,Ploemeur,FR,47.7333,-3.4333,53.82,93,75,11.5,light intensity drizzle
454,Rudbar,AF,30.15,62.6,60.55,36,98,2.26,overcast clouds
455,Zhenhai,CN,24.2582,118.0905,72.19,77,48,9.69,scattered clouds
456,Mazatlan,MX,23.2167,-106.4167,74.01,76,75,4.0,broken clouds
457,Atar,MR,20.5169,-13.0499,67.59,37,0,8.68,clear sky
458,Polson,US,47.6936,-114.1632,10.49,96,99,1.25,overcast clouds
459,Mae Ramat,TH,16.984,98.5166,81.81,76,100,1.16,overcast clouds
460,Tilichiki,RU,60.4667,166.1,-0.94,93,19,7.34,few clouds
461,Esso,RU,55.9333,158.7,15.06,87,28,3.38,scattered clouds
462,Aleksandrov Gay,RU,50.147,48.5704,36.57,95,100,14.9,moderate rain
463,Gonen,TR,40.1049,27.654,69.03,37,100,13.94,overcast clouds
464,Mildura,AU,-34.2,142.15,64.08,61,97,21.63,overcast clouds
465,Gisborne,NZ,-38.6533,178.0042,74.25,45,3,5.93,clear sky
466,Awjilah,LY,29.1081,21.2869,63.41,25,86,10.94,overcast clouds
467,Santa Isabel,BR,-23.3156,-46.2214,65.5,97,78,3.27,broken clouds
468,Samarai,PG,-10.6167,150.6667,85.84,69,78,13.0,broken clouds
469,Benjamin Constant,BR,-4.3831,-70.0311,75.33,90,77,2.71,broken clouds
470,Bagdarin,RU,54.4333,113.6,2.57,53,23,3.53,few clouds
471,Batagay-Alyta,RU,67.8006,130.4114,-15.61,95,100,0.6,overcast clouds
472,Nola,IT,40.922,14.5329,58.62,91,99,3.56,overcast clouds
473,Iwaki,JP,37.05,140.8833,59.77,67,92,1.01,overcast clouds
474,Novaya Igirma,RU,57.1334,103.9112,-0.29,94,27,2.8,scattered clouds
475,Herat,AF,34.5,62.0,49.17,59,0,5.37,clear sky
476,Rypefjord,NO,70.6333,23.6667,27.07,63,0,1.14,clear sky
477,Takoradi,GH,4.8845,-1.7554,77.27,86,11,4.81,few clouds
478,Masvingo,ZW,-20.0637,30.8277,71.28,32,6,5.14,clear sky
479,Grindavik,IS,63.8424,-22.4338,45.07,81,75,12.66,broken clouds
480,Yerbogachen,RU,61.2767,108.0108,-10.79,100,84,3.67,broken clouds
481,Turmalina,BR,-17.2856,-42.73,63.73,89,100,1.59,overcast clouds
482,Pacific Grove,US,36.6177,-121.9166,58.55,52,0,6.91,clear sky
483,Pudozh,RU,61.8099,36.5345,16.72,89,5,4.12,clear sky
484,Tambovka,RU,50.0969,128.0489,24.35,86,99,16.02,overcast clouds
485,Nagarote,NI,12.2659,-86.5647,74.95,84,99,8.9,overcast clouds
486,Nguru,NG,12.8791,10.4526,68.34,23,15,8.7,few clouds
487,Sterling,US,39.0062,-77.4286,39.27,60,20,5.01,few clouds
488,Alyangula,AU,-13.8483,136.4192,88.11,59,100,5.3,overcast clouds
489,Kenora,CA,49.8167,-94.4337,1.78,77,96,3.0,overcast clouds
490,San Cristobal,VE,7.7669,-72.225,69.98,98,28,2.35,scattered clouds
491,Sabya,SA,17.1495,42.6254,80.47,77,1,3.06,clear sky
492,Vincennes,FR,48.85,2.4333,45.9,86,0,9.22,clear sky
493,Sambava,MG,-14.2667,50.1667,68.41,91,4,4.18,clear sky
494,Pangnirtung,CA,66.1451,-65.7125,-3.53,87,60,4.45,broken clouds
495,Port-Gentil,GA,-0.7193,8.7815,78.64,83,99,15.03,light rain
496,Teguldet,RU,57.3064,88.1667,13.12,91,100,8.41,light snow
497,Yabelo,ET,4.8833,38.0833,56.28,79,15,5.06,few clouds
498,Basco,PH,20.4487,121.9702,80.56,77,76,18.01,broken clouds
499,La Ronge,CA,55.1001,-105.2842,18.27,89,78,7.92,broken clouds
500,Bolshaya Rechka,RU,51.9503,104.7355,7.07,80,89,2.57,overcast clouds
501,Sinnamary,GF,5.3833,-52.95,78.49,80,24,10.98,few clouds
502,Wiarton,CA,44.7407,-81.1332,25.03,100,100,18.41,snow
503,Trofors,NO,65.5333,13.4063,15.67,59,0,5.1,clear sky
504,Avera,US,33.194,-82.5271,50.05,50,100,6.44,overcast clouds
505,Iquique,CL,-20.2208,-70.1431,66.24,78,30,0.85,scattered clouds
506,Maragogi,BR,-9.0122,-35.2225,76.01,83,97,7.31,overcast clouds
507,Noumea,NC,-22.2763,166.4572,78.78,76,77,10.67,broken clouds
508,Mulege,MX,26.8833,-111.9833,64.2,58,0,7.14,clear sky
509,Yichun,CN,47.7,128.9,27.27,56,8,13.49,clear sky
510,Pangody,RU,65.85,74.4859,-20.58,98,8,7.61,clear sky
511,Vila,PT,42.0304,-8.1588,43.7,95,100,3.89,overcast clouds
512,Portland,US,45.5234,-122.6762,41.05,59,0,16.11,clear sky
513,Ankang,CN,32.68,109.0172,59.23,72,0,0.65,clear sky
514,Houston,US,29.7633,-95.3633,45.14,89,100,16.11,overcast clouds
515,Itoman,JP,26.1247,127.6694,81.37,72,20,14.97,few clouds
516,Lengshuitan,CN,26.4111,111.5956,66.51,62,2,3.04,clear sky
517,Kankan,GN,10.3854,-9.3057,71.4,32,88,1.48,overcast clouds
518,Nanyang,CN,32.9947,112.5328,59.5,64,0,4.9,clear sky
519,Nishihara,JP,26.1842,127.7558,80.65,74,20,14.97,few clouds
520,Martapura,ID,-3.4167,114.85,84.29,84,40,5.75,scattered clouds
521,Svetlogorsk,BY,52.6333,29.7333,13.69,95,41,3.53,scattered clouds
522,Pecos,US,31.4229,-103.4932,37.49,81,100,3.44,overcast clouds
523,Gvarv,NO,59.3875,9.1737,31.28,69,95,6.64,overcast clouds
524,Mehamn,NO,71.0357,27.8492,35.55,80,100,8.05,overcast clouds
525,Havelock,US,34.8791,-76.9013,57.94,74,0,4.61,clear sky
526,Kalmar,SE,56.6616,16.3616,30.13,100,75,5.75,broken clouds
527,Burnie,AU,-41.0667,145.9167,60.94,55,84,17.16,broken clouds
528,Adamas,GR,36.7333,24.4333,68.2,77,100,17.65,overcast clouds
529,Ugoofaaru,MV,5.6667,73.0,80.11,77,90,10.16,overcast clouds
530,Spas-Klepiki,RU,55.1347,40.1767,24.67,95,100,8.46,snow
531,Dvinskoy,RU,62.1535,45.1175,12.09,98,65,2.39,broken clouds
532,Hammerfest,NO,70.6634,23.6821,27.05,63,0,1.14,clear sky
533,Milkovo,RU,54.7167,158.6167,13.8,81,38,0.2,scattered clouds
534,Prieska,ZA,-29.6641,22.7474,59.97,35,51,8.21,broken clouds
535,Parati,BR,-23.2178,-44.7131,67.69,90,100,2.82,overcast clouds
536,Los Llanos De Aridane,ES,28.6585,-17.9182,65.95,77,100,17.27,overcast clouds
537,Karratha,AU,-20.7377,116.8463,88.32,21,97,18.97,overcast clouds
538,Marzuq,YE,14.4,46.4667,63.19,45,31,2.42,scattered clouds
539,Marfino,RU,55.7028,37.3822,26.94,94,100,6.71,shower snow
540,Le Port,RE,-20.9373,55.2919,76.89,83,6,5.21,clear sky
541,Makakilo City,US,21.3469,-158.0858,82.72,56,0,12.66,clear sky
542,Ulaangom,MN,49.9811,92.0667,8.74,80,57,4.56,broken clouds
543,Soe,ID,-9.8607,124.284,73.74,77,100,2.86,light rain
544,Lukovetskiy,RU,64.2956,41.9211,17.56,95,19,4.7,few clouds
545,Olga,RU,43.7444,135.2892,44.65,69,100,5.06,overcast clouds
546,Kato Mazarakion,GR,38.0667,21.65,66.4,73,100,6.85,overcast clouds
547,Tutoia,BR,-2.7619,-42.2744,79.12,80,91,11.72,overcast clouds
548,Busayra,JO,30.7376,35.6078,51.8,64,0,9.82,clear sky
549,Arman,RU,59.7,150.1667,6.73,74,17,5.1,few clouds
550,Ako,JP,34.75,134.4,59.32,75,83,10.13,broken clouds
551,Moerai,PF,-22.4333,-151.3333,72.36,67,11,17.65,few clouds
552,Zhigansk,RU,66.7697,123.3711,-7.08,97,100,13.38,overcast clouds
553,Jaypur,IN,18.85,82.5833,60.4,64,97,2.91,overcast clouds
554,Kundiawa,PG,-6.0167,144.9667,72.73,82,100,0.69,overcast clouds
555,Shimoda,JP,34.6667,138.95,56.1,86,100,21.63,light rain
556,Voznesenye,RU,61.0106,35.4781,23.74,77,6,9.6,clear sky
557,Bairiki,KI,1.3292,172.9752,86.0,70,20,17.27,few clouds
558,Kolar,IN,13.1333,78.1333,57.96,79,100,4.29,overcast clouds
559,Brae,GB,60.3964,-1.353,45.12,67,100,28.99,overcast clouds
560,Gallup,US,35.5281,-108.7426,30.02,48,0,4.61,clear sky
561,Dongsheng,CN,39.8161,109.9776,38.8,53,45,6.06,scattered clouds
562,Tabuk,PH,17.4189,121.4443,79.9,79,100,4.94,overcast clouds
563,Dhidhdhoo,MV,6.8833,73.1,80.71,71,100,4.14,overcast clouds
564,Fairbanks,US,64.8378,-147.7164,10.6,86,0,0.0,clear sky
565,Bonavista,CA,48.6499,-53.1147,33.82,63,47,20.78,scattered clouds
566,Tomatlan,MX,19.9333,-105.25,71.42,90,52,1.48,broken clouds
567,Poya,NC,-21.35,165.15,78.91,69,66,7.7,broken clouds
568,Tazovskiy,RU,67.4667,78.7,-26.86,100,16,3.38,few clouds
569,Inta,RU,66.0317,60.1659,21.4,95,100,8.77,light snow
570,Abu Zabad,SD,12.35,29.25,66.38,21,11,10.51,few clouds
571,Muros,ES,42.7762,-9.0603,61.09,96,97,9.42,overcast clouds
572,Mareeba,AU,-17.0,145.4333,88.45,69,77,4.18,broken clouds
573,Bolshaya Glushitsa,RU,50.2406,43.5908,41.11,84,100,15.86,overcast clouds
574,Rockhampton,AU,-23.3833,150.5,87.69,55,75,13.8,broken clouds
575,Margherita,IN,27.2833,95.6833,66.25,56,11,1.14,few clouds
576,Qandala,SO,11.472,49.8728,76.3,79,49,4.97,scattered clouds
577,Asfi,MA,32.2994,-9.2372,59.25,70,5,16.08,clear sky
578,Malindi,KE,-3.2175,40.1191,77.14,87,99,3.56,light rain
579,Purwodadi,ID,-7.0868,110.9158,84.18,73,68,9.28,broken clouds
580,Atlantic Beach,US,30.3344,-81.3987,57.31,62,100,4.61,overcast clouds
581,Dumai,ID,1.6833,101.45,81.5,79,98,5.61,overcast clouds
582,Loiza,PR,18.4313,-65.8802,80.6,77,40,12.66,scattered clouds
583,Olafsvik,IS,64.8945,-23.7142,44.13,83,78,17.58,broken clouds
584,Matina,CR,10.0761,-83.2895,74.43,97,100,6.91,overcast clouds
585,Kigoma,TZ,-4.8769,29.6267,72.37,75,100,3.69,overcast clouds
586,Poum,NC,-20.2333,164.0167,77.36,79,90,9.98,overcast clouds
587,Wagga Wagga,AU,-35.1167,147.3667,66.6,59,97,15.55,overcast clouds
588,Fomboni,KM,-12.28,43.7425,79.09,79,0,14.18,clear sky
589,Poso,ID,-1.3959,120.7524,84.78,66,100,2.13,overcast clouds
590,Shubarkuduk,KZ,49.1447,56.4872,35.22,75,93,3.09,overcast clouds
591,Lima,PE,-12.0432,-77.0282,64.9,80,75,12.66,broken clouds
592,Saint Anthony,US,45.0205,-93.218,12.15,71,0,17.27,clear sky
593,Noyabrsk,RU,63.1994,75.4507,-10.79,99,100,10.76,overcast clouds
594,Dubbo,AU,-32.25,148.6167,71.73,40,40,18.41,scattered clouds
595,Linjiang,CN,41.8069,126.9078,39.61,94,100,0.69,overcast clouds
596,Bolshaya Sosnova,RU,57.6713,54.6029,9.36,95,14,2.04,few clouds
597,Nampula,MZ,-15.1165,39.2666,71.55,78,0,11.5,clear sky
598,Kungurtug,RU,50.5994,97.5228,2.14,84,83,1.79,broken clouds
599,Agua Buena,PA,7.8167,-80.4,77.76,99,98,3.8,light rain
600,Christiana,ZA,-27.914,25.1611,57.69,39,71,12.41,broken clouds
601,Rio Gallegos,AR,-51.6226,-69.2181,45.25,48,5,26.6,clear sky
602,Zomba,MW,-15.386,35.3188,71.73,54,6,4.05,clear sky
603,Leshukonskoye,RU,64.8989,45.7622,24.67,95,100,7.16,overcast clouds
604,Puerto Escondido,MX,15.85,-97.0667,79.63,65,0,2.3,clear sky
605,Zyryanka,RU,65.75,150.85,-21.71,90,51,6.31,broken clouds
606,Centralia,US,46.7162,-122.9543,38.21,85,88,0.0,overcast clouds
607,Antigonish,CA,45.6169,-61.9986,34.83,88,60,4.99,broken clouds
608,Mendoza,AR,-32.8908,-68.8272,79.7,41,1,4.43,clear sky
609,Barra Patuca,HN,15.8,-84.2833,77.92,87,84,7.36,light rain
610,Aksaray,TR,38.3726,34.0254,48.2,79,4,1.81,clear sky
611,Popondetta,PG,-8.7537,148.2534,93.54,47,100,6.29,overcast clouds
612,Yankton,US,42.8711,-97.3973,21.11,63,0,8.05,clear sky
613,Dinguiraye,GN,11.3,-10.7167,69.48,38,100,2.53,overcast clouds
614,Nangomba,TZ,-10.9,38.5,70.81,86,100,4.14,overcast clouds
615,Faro,PT,37.0194,-7.9322,56.97,87,0,4.61,clear sky
616,Beloha,MG,-25.1667,45.05,69.01,88,33,6.67,scattered clouds
617,Prigorodnyy,RU,51.7661,55.2665,21.36,86,100,11.18,overcast clouds
618,Sao Francisco De Assis,BR,-29.5503,-55.1311,73.38,48,11,9.04,few clouds
619,Drexel Heights,US,32.1412,-111.0284,62.11,33,0,6.91,clear sky
620,Viedma,AR,-40.8135,-62.9967,60.15,46,100,16.33,overcast clouds
621,Samora Correia,PT,38.9371,-8.8718,59.58,89,82,4.54,broken clouds
622,Chaihe,CN,44.7667,129.7,36.84,65,59,9.95,broken clouds
623,Pundaguitan,PH,6.3711,126.1689,82.36,77,100,8.46,heavy intensity rain
624,Tautira,PF,-17.7333,-149.15,74.86,85,100,15.21,light rain
625,Shingu,JP,33.7333,135.9833,61.52,95,100,22.41,overcast clouds
626,Chitral,PK,35.8462,71.7858,36.99,48,0,8.77,clear sky
627,Sardarshahr,IN,28.4333,74.4833,63.14,27,65,5.5,broken clouds
628,Luanda,AO,-8.8368,13.2343,74.59,84,100,5.59,light rain
629,Thunder Bay,CA,48.4001,-89.3168,7.77,80,43,13.65,scattered clouds
630,Ewa Beach,US,21.3156,-158.0072,84.15,57,0,12.66,clear sky
631,Sola,VU,-13.8833,167.55,80.08,78,74,16.2,broken clouds
632,Zyryanovsk,KZ,49.7386,84.2719,21.07,97,100,2.51,snow
633,Palauig,PH,15.435,119.9045,83.66,68,100,3.87,overcast clouds
634,Ihosy,MG,-22.4,46.1167,68.34,60,0,2.04,clear sky
635,Troitsko-Pechorsk,RU,62.7084,56.1964,16.39,93,100,7.07,overcast clouds
636,Raudeberg,NO,61.9875,5.1352,32.95,57,0,11.12,clear sky
637,Ambon,ID,-3.6954,128.1814,84.34,74,40,3.44,scattered clouds
638,Waterfoot,GB,53.6929,-2.2525,43.56,93,100,1.99,light rain
639,Sabha,LY,27.0377,14.4283,66.09,18,100,9.86,overcast clouds
640,South Yuba City,US,39.1166,-121.6391,54.72,52,0,3.44,clear sky
641,Piacabucu,BR,-10.4056,-36.4344,76.5,85,54,10.13,broken clouds
642,Crixas,BR,-14.5489,-49.9692,67.62,89,3,5.19,clear sky
643,Ilawa,PL,53.596,19.5685,26.78,88,93,8.99,overcast clouds
644,Sioux Lookout,CA,50.1001,-91.917,-2.34,95,72,3.36,broken clouds
645,Pasighat,IN,28.0667,95.3333,68.43,45,9,0.78,clear sky
646,Dawlatabad,AF,36.4141,64.9053,51.33,78,0,3.83,clear sky
647,Nazas,MX,25.2333,-104.1333,60.75,60,100,5.84,overcast clouds
648,Yarmouth,US,41.7057,-70.2286,41.14,67,0,14.0,clear sky
649,Nantucket,US,41.2835,-70.0995,46.51,59,100,19.57,overcast clouds
650,Kodinsk,RU,58.6881,99.1844,2.93,97,94,5.03,overcast clouds
651,Lagoa,PT,39.05,-27.9833,63.88,93,100,20.74,overcast clouds
652,Trat,TH,12.5,102.5,76.05,90,100,4.18,overcast clouds
653,Iquitos,PE,-3.7481,-73.2472,80.64,78,40,3.44,moderate rain
654,Susaki,JP,33.3667,133.2833,68.18,42,0,3.78,clear sky
655,Yar-Sale,RU,66.8333,70.8333,-11.51,97,24,8.93,few clouds
656,Mezhdurechensk,RU,53.6942,88.0603,21.13,90,100,10.94,light snow
657,Dongying,CN,37.4564,118.4856,57.54,70,0,5.99,clear sky
658,Darhan,MN,49.4867,105.9228,9.64,78,21,5.41,few clouds
659,Malanje,AO,-9.5402,16.341,63.12,99,100,2.77,overcast clouds
660,Deputatskiy,RU,69.3,139.9,-25.55,94,38,2.53,scattered clouds
661,Moussoro,TD,13.6408,16.4901,73.44,19,6,11.21,clear sky
662,Dongobesh,TZ,-4.0667,35.3833,56.5,93,100,3.91,overcast clouds
663,Zhangye,CN,38.9342,100.4517,35.65,28,100,6.73,overcast clouds
